Price,Review Scores Rating,Neighbourhood ,Property Type,Room Type
255,100.0,Manhattan,Apartment,Entire home/apt
499,98.0,Manhattan,Loft,Entire home/apt
599,94.0,Manhattan,Loft,Entire home/apt
649,89.0,Manhattan,Loft,Entire home/apt
649,95.0,Manhattan,Loft,Entire home/apt
70,97.0,Brooklyn,Apartment,Private room
95,100.0,Manhattan,Apartment,Private room
79,91.0,Brooklyn,Apartment,Entire home/apt
120,100.0,Brooklyn,Apartment,Entire home/apt
95,93.0,Brooklyn,Apartment,Entire home/apt
375,80.0,Brooklyn,Apartment,Entire home/apt
120,85.0,Brooklyn,House,Entire home/apt
140,100.0,Manhattan,Apartment,Entire home/apt
200,96.0,Manhattan,Apartment,Entire home/apt
185,93.0,Manhattan,Apartment,Entire home/apt
125,80.0,Manhattan,Apartment,Entire home/apt
180,100.0,Manhattan,Apartment,Entire home/apt
65,88.0,Bronx,Apartment,Private room
50,90.0,Brooklyn,Apartment,Private room
60,97.0,Brooklyn,Apartment,Private room
140,97.0,Manhattan,Apartment,Private room
105,89.0,Manhattan,Apartment,Private room
95,83.0,Manhattan,Apartment,Private room
175,100.0,Brooklyn,Apartment,Entire home/apt
95,93.0,Brooklyn,Apartment,Entire home/apt
195,93.0,Manhattan,Apartment,Entire home/apt
150,84.0,Manhattan,Apartment,Entire home/apt
215,89.0,Manhattan,Apartment,Entire home/apt
160,91.0,Manhattan,Apartment,Entire home/apt
199,98.0,Manhattan,Apartment,Entire home/apt
100,93.0,Manhattan,Apartment,Entire home/apt
200,100.0,Manhattan,Apartment,Entire home/apt
140,91.0,Manhattan,Apartment,Entire home/apt
129,89.0,Manhattan,Apartment,Entire home/apt
105,100.0,Queens,Apartment,Entire home/apt
75,96.0,Brooklyn,Apartment,Private room
39,80.0,Brooklyn,House,Private room
79,73.0,Brooklyn,House,Private room
69,80.0,Brooklyn,House,Private room
29,80.0,Brooklyn,House,Private room
39,77.0,Brooklyn,House,Private room
99,80.0,Brooklyn,House,Private room
65,92.0,Brooklyn,House,Private room
80,100.0,Brooklyn,House,Private room
80,96.0,Brooklyn,House,Private room
119,86.0,Manhattan,Apartment,Private room
160,97.0,Manhattan,Apartment,Private room
275,100.0,Brooklyn,Apartment,Entire home/apt
155,100.0,Brooklyn,Apartment,Entire home/apt
97,86.0,Manhattan,Apartment,Entire home/apt
240,95.0,Manhattan,Apartment,Entire home/apt
549,94.0,Manhattan,Apartment,Entire home/apt
180,79.0,Manhattan,Apartment,Entire home/apt
119,95.0,Manhattan,Apartment,Entire home/apt
170,100.0,Manhattan,Apartment,Entire home/apt
200,80.0,Manhattan,Apartment,Entire home/apt
198,89.0,Manhattan,Apartment,Entire home/apt
70,89.0,Queens,Apartment,Entire home/apt
125,87.0,Manhattan,Apartment,Private room
75,95.0,Manhattan,Apartment,Private room
75,96.0,Manhattan,Apartment,Private room
115,92.0,Manhattan,Apartment,Private room
45,91.0,Brooklyn,Apartment,Shared room
400,91.0,Brooklyn,Apartment,Entire home/apt
125,100.0,Brooklyn,Apartment,Entire home/apt
225,100.0,Brooklyn,Apartment,Entire home/apt
125,90.0,Brooklyn,Apartment,Entire home/apt
276,87.0,Brooklyn,Loft,Entire home/apt
195,98.0,Manhattan,Apartment,Entire home/apt
170,95.0,Manhattan,Apartment,Entire home/apt
120,95.0,Manhattan,Apartment,Entire home/apt
120,92.0,Manhattan,Apartment,Entire home/apt
165,83.0,Manhattan,Apartment,Entire home/apt
175,93.0,Manhattan,Apartment,Entire home/apt
170,87.0,Queens,Apartment,Entire home/apt
150,94.0,Brooklyn,Apartment,Private room
90,89.0,Brooklyn,Apartment,Private room
75,90.0,Brooklyn,Loft,Private room
90,100.0,Manhattan,Apartment,Private room
115,87.0,Manhattan,Apartment,Private room
95,92.0,Queens,Apartment,Private room
60,89.0,Queens,Apartment,Private room
175,93.0,Brooklyn,Apartment,Entire home/apt
300,97.0,Manhattan,Apartment,Entire home/apt
199,86.0,Manhattan,Apartment,Entire home/apt
150,90.0,Manhattan,Apartment,Entire home/apt
125,100.0,Queens,Apartment,Entire home/apt
85,100.0,Brooklyn,Apartment,Private room
90,100.0,Brooklyn,Apartment,Private room
55,85.0,Brooklyn,Apartment,Private room
65,93.0,Queens,Apartment,Private room
135,100.0,Brooklyn,Apartment,Entire home/apt
225,100.0,Brooklyn,Apartment,Entire home/apt
200,92.0,Brooklyn,Apartment,Entire home/apt
185,88.0,Brooklyn,Apartment,Entire home/apt
200,100.0,Brooklyn,House,Entire home/apt
225,80.0,Manhattan,Apartment,Entire home/apt
210,80.0,Manhattan,Apartment,Entire home/apt
300,100.0,Manhattan,Apartment,Entire home/apt
99,100.0,Manhattan,Apartment,Entire home/apt
85,90.0,Queens,Apartment,Entire home/apt
100,100.0,Queens,Apartment,Entire home/apt
97,94.0,Brooklyn,Apartment,Private room
108,98.0,Brooklyn,Apartment,Private room
100,86.0,Brooklyn,Apartment,Private room
96,96.0,Brooklyn,Apartment,Private room
68,92.0,Brooklyn,Apartment,Private room
110,88.0,Manhattan,Apartment,Private room
60,91.0,Manhattan,Apartment,Private room
68,97.0,Manhattan,Apartment,Private room
85,95.0,Queens,Apartment,Private room
245,99.0,Brooklyn,Apartment,Entire home/apt
130,92.0,Brooklyn,Apartment,Entire home/apt
100,100.0,Brooklyn,Apartment,Entire home/apt
95,80.0,Brooklyn,Apartment,Entire home/apt
235,96.0,Manhattan,Apartment,Entire home/apt
145,95.0,Manhattan,Apartment,Entire home/apt
139,91.0,Manhattan,Apartment,Entire home/apt
215,96.0,Manhattan,Apartment,Entire home/apt
89,96.0,Brooklyn,Apartment,Private room
69,96.0,Brooklyn,Apartment,Private room
200,100.0,Brooklyn,Apartment,Private room
60,80.0,Brooklyn,Apartment,Private room
70,80.0,Brooklyn,Apartment,Private room
85,80.0,Manhattan,Apartment,Private room
260,100.0,Manhattan,Apartment,Private room
80,98.0,Queens,Apartment,Private room
80,88.0,Queens,Apartment,Private room
47,97.0,Staten Island,House,Private room
78,94.0,Manhattan,Apartment,Shared room
140,99.0,Brooklyn,Apartment,Entire home/apt
149,91.0,Brooklyn,Apartment,Entire home/apt
150,93.0,Brooklyn,Loft,Entire home/apt
150,96.0,Manhattan,Apartment,Entire home/apt
425,100.0,Manhattan,Apartment,Entire home/apt
115,92.0,Manhattan,Apartment,Entire home/apt
100,100.0,Queens,Apartment,Entire home/apt
70,90.0,Brooklyn,Apartment,Private room
120,83.0,Manhattan,Apartment,Private room
140,91.0,Manhattan,Apartment,Private room
120,95.0,Manhattan,Apartment,Private room
425,87.0,Manhattan,Apartment,Private room
86,98.0,Manhattan,Apartment,Private room
240,95.0,Manhattan,Apartment,Entire home/apt
90,95.0,Manhattan,Apartment,Private room
170,100.0,Brooklyn,Apartment,Entire home/apt
700,100.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
250,91.0,Manhattan,Apartment,Entire home/apt
150,92.0,Manhattan,Apartment,Entire home/apt
79,92.0,Manhattan,Apartment,Entire home/apt
92,85.0,Manhattan,Apartment,Entire home/apt
140,63.0,Manhattan,Apartment,Entire home/apt
85,91.0,Brooklyn,Apartment,Private room
155,80.0,Brooklyn,Apartment,Entire home/apt
160,94.0,Brooklyn,Apartment,Entire home/apt
99,97.0,Brooklyn,Apartment,Entire home/apt
299,93.0,Manhattan,Apartment,Entire home/apt
178,96.0,Manhattan,Apartment,Entire home/apt
300,98.0,Manhattan,Apartment,Entire home/apt
135,99.0,Manhattan,Apartment,Entire home/apt
399,78.0,Manhattan,Apartment,Entire home/apt
120,95.0,Brooklyn,Apartment,Entire home/apt
100,88.0,Brooklyn,Apartment,Entire home/apt
245,100.0,Brooklyn,Apartment,Entire home/apt
350,100.0,Manhattan,Apartment,Entire home/apt
100,89.0,Manhattan,Apartment,Entire home/apt
150,100.0,Manhattan,Apartment,Entire home/apt
243,96.0,Manhattan,Apartment,Entire home/apt
950,94.0,Manhattan,Loft,Entire home/apt
80,99.0,Brooklyn,Apartment,Private room
85,96.0,Brooklyn,Apartment,Private room
75,100.0,Brooklyn,House,Private room
184,92.0,Manhattan,Apartment,Private room
160,80.0,Brooklyn,Apartment,Entire home/apt
175,96.0,Brooklyn,Apartment,Entire home/apt
150,100.0,Brooklyn,Apartment,Entire home/apt
325,95.0,Brooklyn,House,Entire home/apt
220,94.0,Manhattan,Apartment,Entire home/apt
375,98.0,Manhattan,Apartment,Entire home/apt
250,98.0,Manhattan,Apartment,Entire home/apt
135,97.0,Manhattan,Apartment,Entire home/apt
185,100.0,Manhattan,Apartment,Entire home/apt
80,97.0,Brooklyn,Loft,Private room
80,97.0,Manhattan,Apartment,Private room
70,90.0,Manhattan,Apartment,Private room
110,100.0,Manhattan,Apartment,Private room
60,90.0,Queens,House,Private room
70,91.0,Queens,House,Private room
70,90.0,Queens,House,Private room
225,90.0,Brooklyn,Apartment,Entire home/apt
229,85.0,Brooklyn,Apartment,Entire home/apt
149,100.0,Brooklyn,Apartment,Entire home/apt
150,85.0,Brooklyn,Apartment,Entire home/apt
149,87.0,Brooklyn,Apartment,Entire home/apt
90,100.0,Brooklyn,Apartment,Entire home/apt
285,91.0,Manhattan,Apartment,Entire home/apt
200,100.0,Manhattan,Apartment,Entire home/apt
239,96.0,Manhattan,Apartment,Entire home/apt
150,94.0,Manhattan,Apartment,Entire home/apt
120,100.0,Manhattan,Apartment,Entire home/apt
150,80.0,Manhattan,Apartment,Entire home/apt
215,95.0,Manhattan,Apartment,Entire home/apt
225,88.0,Manhattan,Apartment,Entire home/apt
49,100.0,Brooklyn,Apartment,Private room
79,94.0,Brooklyn,Apartment,Private room
65,97.0,Brooklyn,Apartment,Private room
175,100.0,Manhattan,Apartment,Private room
125,91.0,Brooklyn,Apartment,Entire home/apt
110,80.0,Brooklyn,Apartment,Entire home/apt
130,98.0,Brooklyn,Apartment,Entire home/apt
129,93.0,Brooklyn,Apartment,Entire home/apt
125,96.0,Brooklyn,Apartment,Entire home/apt
75,85.0,Brooklyn,Apartment,Entire home/apt
90,100.0,Brooklyn,Apartment,Entire home/apt
200,100.0,Brooklyn,Apartment,Entire home/apt
206,91.0,Brooklyn,Loft,Entire home/apt
145,88.0,Manhattan,Apartment,Entire home/apt
195,96.0,Manhattan,Apartment,Entire home/apt
250,97.0,Manhattan,Apartment,Entire home/apt
185,92.0,Manhattan,Apartment,Entire home/apt
190,100.0,Manhattan,Apartment,Entire home/apt
99,95.0,Manhattan,Apartment,Entire home/apt
160,95.0,Manhattan,Apartment,Entire home/apt
110,97.0,Manhattan,Apartment,Entire home/apt
200,74.0,Manhattan,Apartment,Entire home/apt
199,100.0,Brooklyn,Apartment,Private room
60,80.0,Brooklyn,Apartment,Private room
70,96.0,Manhattan,Apartment,Private room
100,91.0,Queens,Apartment,Private room
80,98.0,Queens,Apartment,Private room
40,98.0,Manhattan,Apartment,Shared room
250,100.0,Brooklyn,Apartment,Entire home/apt
250,100.0,Brooklyn,Apartment,Entire home/apt
135,96.0,Brooklyn,Apartment,Entire home/apt
185,100.0,Brooklyn,Apartment,Entire home/apt
95,90.0,Brooklyn,Apartment,Entire home/apt
190,91.0,Brooklyn,Apartment,Entire home/apt
240,91.0,Manhattan,Apartment,Entire home/apt
180,95.0,Manhattan,Apartment,Entire home/apt
225,98.0,Manhattan,Apartment,Entire home/apt
195,97.0,Manhattan,Apartment,Entire home/apt
399,80.0,Manhattan,Apartment,Entire home/apt
199,92.0,Manhattan,Apartment,Entire home/apt
250,100.0,Queens,House,Entire home/apt
68,70.0,Brooklyn,Apartment,Private room
79,100.0,Brooklyn,House,Private room
105,96.0,Manhattan,Apartment,Private room
160,97.0,Manhattan,Apartment,Private room
115,87.0,Manhattan,Apartment,Private room
120,100.0,Manhattan,Apartment,Private room
250,90.0,Brooklyn,Apartment,Entire home/apt
120,96.0,Brooklyn,Apartment,Entire home/apt
91,92.0,Brooklyn,Apartment,Entire home/apt
105,80.0,Brooklyn,Apartment,Entire home/apt
289,99.0,Manhattan,Apartment,Entire home/apt
150,91.0,Manhattan,Apartment,Entire home/apt
55,85.0,Brooklyn,Apartment,Private room
45,82.0,Brooklyn,Apartment,Private room
45,84.0,Brooklyn,Apartment,Private room
75,93.0,Brooklyn,Apartment,Private room
88,100.0,Brooklyn,Apartment,Private room
108,91.0,Manhattan,Apartment,Private room
70,95.0,Brooklyn,Apartment,Entire home/apt
195,88.0,Manhattan,Apartment,Entire home/apt
200,100.0,Manhattan,Apartment,Entire home/apt
195,100.0,Manhattan,Apartment,Entire home/apt
120,94.0,Manhattan,Apartment,Entire home/apt
300,91.0,Manhattan,Loft,Entire home/apt
110,91.0,Brooklyn,Apartment,Private room
110,87.0,Brooklyn,Apartment,Private room
110,95.0,Brooklyn,Apartment,Private room
110,95.0,Brooklyn,Apartment,Private room
110,94.0,Brooklyn,Apartment,Private room
110,93.0,Brooklyn,Apartment,Private room
110,100.0,Brooklyn,Apartment,Private room
110,80.0,Brooklyn,Apartment,Private room
110,100.0,Brooklyn,Apartment,Private room
110,100.0,Brooklyn,Apartment,Private room
110,100.0,Brooklyn,Apartment,Private room
68,91.0,Brooklyn,Apartment,Private room
100,93.0,Brooklyn,Apartment,Private room
89,98.0,Manhattan,Apartment,Private room
129,100.0,Manhattan,Apartment,Private room
120,94.0,Brooklyn,Apartment,Entire home/apt
145,100.0,Brooklyn,Apartment,Entire home/apt
88,95.0,Brooklyn,Apartment,Entire home/apt
68,93.0,Brooklyn,Apartment,Entire home/apt
171,87.0,Manhattan,Apartment,Entire home/apt
150,80.0,Manhattan,Apartment,Entire home/apt
135,85.0,Manhattan,Apartment,Entire home/apt
50,100.0,Brooklyn,Apartment,Private room
48,98.0,Brooklyn,Apartment,Private room
58,100.0,Brooklyn,Apartment,Private room
145,88.0,Manhattan,Apartment,Private room
75,83.0,Manhattan,Apartment,Private room
75,80.0,Manhattan,Apartment,Private room
75,95.0,Manhattan,Apartment,Private room
75,97.0,Manhattan,Apartment,Private room
75,98.0,Queens,Apartment,Private room
150,87.0,Brooklyn,Apartment,Entire home/apt
99,87.0,Brooklyn,Apartment,Entire home/apt
125,85.0,Brooklyn,Apartment,Entire home/apt
169,88.0,Manhattan,Apartment,Entire home/apt
148,91.0,Manhattan,Apartment,Entire home/apt
78,93.0,Brooklyn,Apartment,Private room
75,100.0,Brooklyn,Apartment,Private room
65,100.0,Brooklyn,Apartment,Private room
60,95.0,Brooklyn,Apartment,Private room
65,93.0,Manhattan,Apartment,Shared room
195,96.0,Brooklyn,Apartment,Entire home/apt
155,93.0,Brooklyn,Apartment,Entire home/apt
95,100.0,Brooklyn,Apartment,Entire home/apt
590,97.0,Manhattan,Apartment,Entire home/apt
440,100.0,Manhattan,Apartment,Entire home/apt
180,85.0,Manhattan,Apartment,Entire home/apt
165,100.0,Manhattan,Apartment,Entire home/apt
165,95.0,Manhattan,Apartment,Entire home/apt
225,100.0,Manhattan,Apartment,Entire home/apt
165,95.0,Manhattan,Apartment,Entire home/apt
125,100.0,Manhattan,Apartment,Entire home/apt
200,95.0,Manhattan,Apartment,Entire home/apt
180,100.0,Manhattan,Apartment,Entire home/apt
150,95.0,Manhattan,Apartment,Entire home/apt
120,92.0,Queens,Apartment,Entire home/apt
150,87.0,Queens,Apartment,Entire home/apt
75,85.0,Brooklyn,Apartment,Private room
85,93.0,Brooklyn,Apartment,Private room
78,80.0,Brooklyn,Apartment,Private room
105,94.0,Brooklyn,Apartment,Private room
90,94.0,Brooklyn,Apartment,Private room
60,97.0,Brooklyn,Apartment,Private room
59,84.0,Brooklyn,House,Private room
75,82.0,Brooklyn,House,Private room
84,79.0,Brooklyn,House,Private room
110,75.0,Brooklyn,House,Private room
79,75.0,Brooklyn,House,Private room
73,82.0,Brooklyn,House,Private room
139,100.0,Manhattan,Apartment,Private room
97,96.0,Manhattan,Apartment,Private room
79,90.0,Manhattan,Apartment,Private room
65,91.0,Brooklyn,Apartment,Shared room
160,95.0,Brooklyn,Apartment,Entire home/apt
95,20.0,Brooklyn,Apartment,Entire home/apt
175,88.0,Manhattan,Apartment,Entire home/apt
140,93.0,Manhattan,Apartment,Entire home/apt
245,100.0,Manhattan,Apartment,Entire home/apt
180,92.0,Manhattan,Apartment,Entire home/apt
99,90.0,Manhattan,Apartment,Entire home/apt
179,100.0,Queens,Apartment,Entire home/apt
80,90.0,Brooklyn,Apartment,Private room
70,97.0,Brooklyn,Apartment,Private room
120,99.0,Manhattan,Apartment,Private room
99,91.0,Manhattan,Apartment,Private room
105,100.0,Manhattan,Apartment,Private room
179,98.0,Manhattan,Apartment,Private room
90,90.0,Manhattan,Apartment,Private room
65,80.0,Manhattan,Apartment,Private room
70,94.0,Manhattan,Apartment,Private room
103,80.0,Manhattan,Apartment,Private room
110,100.0,Brooklyn,Apartment,Entire home/apt
145,97.0,Brooklyn,Apartment,Entire home/apt
130,100.0,Brooklyn,Apartment,Entire home/apt
95,90.0,Brooklyn,Apartment,Entire home/apt
120,100.0,Brooklyn,Apartment,Entire home/apt
150,100.0,Manhattan,Apartment,Entire home/apt
725,100.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
415,89.0,Manhattan,Apartment,Entire home/apt
299,100.0,Manhattan,Apartment,Entire home/apt
120,90.0,Manhattan,Apartment,Entire home/apt
150,96.0,Manhattan,Apartment,Entire home/apt
160,82.0,Manhattan,Apartment,Entire home/apt
250,91.0,Manhattan,Apartment,Entire home/apt
175,86.0,Manhattan,Apartment,Entire home/apt
50,88.0,Manhattan,Apartment,Entire home/apt
160,100.0,Manhattan,Apartment,Entire home/apt
90,94.0,Brooklyn,Apartment,Private room
55,60.0,Brooklyn,Apartment,Private room
50,94.0,Brooklyn,Apartment,Private room
55,95.0,Brooklyn,Loft,Private room
97,95.0,Manhattan,Apartment,Private room
170,90.0,Brooklyn,Apartment,Entire home/apt
180,90.0,Brooklyn,Apartment,Entire home/apt
150,92.0,Brooklyn,Apartment,Entire home/apt
150,96.0,Brooklyn,Apartment,Entire home/apt
225,100.0,Brooklyn,Apartment,Entire home/apt
150,100.0,Brooklyn,Apartment,Entire home/apt
150,100.0,Brooklyn,Apartment,Entire home/apt
225,93.0,Brooklyn,Apartment,Entire home/apt
450,97.0,Brooklyn,House,Entire home/apt
310,100.0,Manhattan,Apartment,Entire home/apt
150,100.0,Manhattan,Apartment,Entire home/apt
285,100.0,Manhattan,Apartment,Entire home/apt
150,86.0,Manhattan,Apartment,Entire home/apt
95,80.0,Brooklyn,Apartment,Private room
80,70.0,Brooklyn,Apartment,Private room
175,100.0,Manhattan,Apartment,Private room
40,70.0,Queens,Apartment,Private room
200,97.0,Brooklyn,Apartment,Entire home/apt
200,97.0,Brooklyn,Apartment,Entire home/apt
180,96.0,Manhattan,Apartment,Entire home/apt
199,88.0,Manhattan,Apartment,Entire home/apt
75,93.0,Manhattan,Apartment,Entire home/apt
110,90.0,Manhattan,House,Entire home/apt
495,98.0,Manhattan,Loft,Entire home/apt
60,80.0,Brooklyn,Apartment,Private room
119,96.0,Brooklyn,Apartment,Private room
80,80.0,Brooklyn,House,Private room
130,100.0,Brooklyn,Apartment,Entire home/apt
175,100.0,Brooklyn,Apartment,Entire home/apt
90,91.0,Brooklyn,Apartment,Entire home/apt
100,93.0,Brooklyn,Apartment,Entire home/apt
160,80.0,Brooklyn,Apartment,Entire home/apt
1100,100.0,Manhattan,Apartment,Entire home/apt
135,94.0,Manhattan,Apartment,Entire home/apt
299,91.0,Manhattan,Apartment,Entire home/apt
200,97.0,Manhattan,Apartment,Entire home/apt
149,78.0,Manhattan,Apartment,Entire home/apt
90,100.0,Bronx,Apartment,Private room
85,89.0,Manhattan,Apartment,Private room
110,100.0,Brooklyn,Apartment,Entire home/apt
140,96.0,Brooklyn,Apartment,Entire home/apt
140,98.0,Brooklyn,Apartment,Entire home/apt
215,95.0,Manhattan,Apartment,Entire home/apt
196,60.0,Manhattan,Apartment,Entire home/apt
155,97.0,Manhattan,Apartment,Entire home/apt
374,95.0,Manhattan,Apartment,Entire home/apt
300,84.0,Manhattan,Apartment,Entire home/apt
320,86.0,Manhattan,Apartment,Entire home/apt
160,90.0,Manhattan,Apartment,Entire home/apt
120,100.0,Manhattan,Apartment,Entire home/apt
225,85.0,Manhattan,Apartment,Entire home/apt
65,90.0,Brooklyn,Apartment,Private room
115,100.0,Brooklyn,Apartment,Private room
150,97.0,Manhattan,Apartment,Private room
60,20.0,Manhattan,Apartment,Private room
138,86.0,Brooklyn,Apartment,Entire home/apt
124,100.0,Brooklyn,Apartment,Entire home/apt
115,100.0,Brooklyn,Apartment,Entire home/apt
85,97.0,Brooklyn,Apartment,Entire home/apt
115,87.0,Brooklyn,Apartment,Entire home/apt
450,100.0,Manhattan,Apartment,Entire home/apt
700,100.0,Manhattan,Apartment,Entire home/apt
160,93.0,Manhattan,Apartment,Entire home/apt
235,100.0,Manhattan,Apartment,Entire home/apt
225,100.0,Manhattan,Apartment,Entire home/apt
245,89.0,Manhattan,Apartment,Entire home/apt
160,96.0,Manhattan,Apartment,Entire home/apt
200,90.0,Manhattan,Apartment,Entire home/apt
110,82.0,Manhattan,Apartment,Entire home/apt
455,90.0,Manhattan,Apartment,Entire home/apt
395,89.0,Manhattan,Apartment,Entire home/apt
395,92.0,Manhattan,Apartment,Entire home/apt
455,91.0,Manhattan,Apartment,Entire home/apt
100,90.0,Manhattan,Apartment,Entire home/apt
125,98.0,Queens,Apartment,Entire home/apt
420,99.0,Queens,House,Entire home/apt
99,90.0,Brooklyn,Apartment,Private room
60,92.0,Brooklyn,House,Private room
80,97.0,Brooklyn,House,Private room
120,95.0,Manhattan,Apartment,Private room
75,100.0,Manhattan,Apartment,Private room
90,100.0,Manhattan,Apartment,Private room
150,88.0,Brooklyn,Apartment,Entire home/apt
145,98.0,Brooklyn,Apartment,Entire home/apt
250,98.0,Manhattan,Apartment,Entire home/apt
400,100.0,Manhattan,Apartment,Entire home/apt
175,92.0,Manhattan,Apartment,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
129,80.0,Manhattan,Apartment,Entire home/apt
120,80.0,Brooklyn,Apartment,Private room
65,90.0,Brooklyn,Apartment,Private room
175,95.0,Manhattan,Apartment,Private room
99,80.0,Manhattan,Apartment,Private room
109,83.0,Manhattan,Apartment,Private room
115,87.0,Manhattan,Apartment,Private room
97,80.0,Manhattan,Apartment,Private room
42,90.0,Manhattan,Apartment,Private room
85,91.0,Queens,Apartment,Private room
95,95.0,Brooklyn,Apartment,Entire home/apt
110,99.0,Brooklyn,Apartment,Entire home/apt
85,100.0,Brooklyn,Apartment,Entire home/apt
437,100.0,Manhattan,Apartment,Entire home/apt
160,92.0,Manhattan,Apartment,Entire home/apt
349,93.0,Manhattan,Apartment,Entire home/apt
210,83.0,Manhattan,Apartment,Entire home/apt
204,75.0,Manhattan,Apartment,Entire home/apt
150,77.0,Manhattan,Apartment,Entire home/apt
125,91.0,Manhattan,Apartment,Entire home/apt
475,97.0,Manhattan,House,Entire home/apt
120,100.0,Queens,Apartment,Entire home/apt
65,96.0,Brooklyn,Apartment,Private room
78,87.0,Brooklyn,Apartment,Private room
50,97.0,Brooklyn,Bed & Breakfast,Private room
150,90.0,Manhattan,Apartment,Private room
60,100.0,Brooklyn,Apartment,Entire home/apt
125,100.0,Brooklyn,Apartment,Entire home/apt
320,87.0,Manhattan,Apartment,Entire home/apt
215,89.0,Manhattan,Apartment,Entire home/apt
300,93.0,Manhattan,Apartment,Entire home/apt
65,80.0,Brooklyn,Apartment,Private room
114,100.0,Brooklyn,Apartment,Private room
120,89.0,Manhattan,Apartment,Private room
119,91.0,Manhattan,Apartment,Private room
100,87.0,Manhattan,Apartment,Private room
150,100.0,Manhattan,Apartment,Private room
185,73.0,Manhattan,Apartment,Private room
75,94.0,Queens,Apartment,Private room
70,100.0,Queens,Apartment,Private room
325,85.0,Manhattan,Apartment,Entire home/apt
225,100.0,Manhattan,Apartment,Entire home/apt
260,93.0,Manhattan,Apartment,Entire home/apt
250,91.0,Manhattan,Apartment,Entire home/apt
185,96.0,Manhattan,Apartment,Entire home/apt
100,82.0,Manhattan,Apartment,Entire home/apt
175,92.0,Manhattan,Apartment,Entire home/apt
160,90.0,Manhattan,Apartment,Entire home/apt
95,80.0,Brooklyn,Apartment,Private room
49,95.0,Brooklyn,Apartment,Private room
80,100.0,Brooklyn,Loft,Private room
90,95.0,Brooklyn,Loft,Private room
119,100.0,Manhattan,Apartment,Private room
98,96.0,Manhattan,Apartment,Private room
125,100.0,Manhattan,Apartment,Private room
100,82.0,Manhattan,Apartment,Private room
170,100.0,Brooklyn,Apartment,Entire home/apt
70,97.0,Brooklyn,House,Entire home/apt
300,98.0,Manhattan,Apartment,Entire home/apt
215,100.0,Manhattan,Apartment,Entire home/apt
162,91.0,Manhattan,Apartment,Entire home/apt
250,97.0,Manhattan,Apartment,Entire home/apt
99,100.0,Brooklyn,Apartment,Private room
70,82.0,Brooklyn,Apartment,Private room
100,86.0,Manhattan,Apartment,Private room
210,90.0,Brooklyn,Apartment,Entire home/apt
140,92.0,Brooklyn,Apartment,Entire home/apt
120,93.0,Brooklyn,Apartment,Entire home/apt
90,100.0,Brooklyn,Apartment,Entire home/apt
150,88.0,Manhattan,Apartment,Entire home/apt
163,80.0,Manhattan,Apartment,Entire home/apt
160,92.0,Manhattan,Apartment,Entire home/apt
180,98.0,Manhattan,Apartment,Entire home/apt
135,94.0,Manhattan,Apartment,Entire home/apt
194,88.0,Manhattan,Apartment,Entire home/apt
560,98.0,Manhattan,Apartment,Entire home/apt
160,84.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
55,100.0,Brooklyn,Apartment,Private room
69,96.0,Brooklyn,Loft,Private room
99,100.0,Manhattan,Apartment,Private room
70,98.0,Manhattan,Apartment,Private room
89,96.0,Manhattan,Apartment,Private room
95,95.0,Queens,Apartment,Private room
79,95.0,Queens,Apartment,Private room
150,93.0,Brooklyn,Apartment,Entire home/apt
120,96.0,Brooklyn,Apartment,Entire home/apt
150,91.0,Manhattan,Apartment,Entire home/apt
135,92.0,Manhattan,Apartment,Entire home/apt
250,100.0,Manhattan,Apartment,Entire home/apt
200,98.0,Manhattan,Apartment,Entire home/apt
160,95.0,Manhattan,Apartment,Entire home/apt
75,97.0,Brooklyn,Apartment,Private room
60,90.0,Brooklyn,Apartment,Private room
170,60.0,Brooklyn,Apartment,Shared room
105,97.0,Brooklyn,Apartment,Entire home/apt
120,86.0,Brooklyn,House,Entire home/apt
170,95.0,Brooklyn,Loft,Entire home/apt
295,97.0,Manhattan,Apartment,Entire home/apt
235,96.0,Manhattan,Apartment,Entire home/apt
160,93.0,Manhattan,Apartment,Entire home/apt
71,95.0,Brooklyn,Apartment,Private room
69,80.0,Brooklyn,Apartment,Private room
50,91.0,Brooklyn,Apartment,Private room
100,80.0,Manhattan,Apartment,Private room
92,95.0,Manhattan,Apartment,Private room
80,100.0,Queens,Apartment,Private room
125,87.0,Brooklyn,Apartment,Entire home/apt
100,95.0,Manhattan,Apartment,Entire home/apt
150,80.0,Manhattan,Apartment,Entire home/apt
120,90.0,Manhattan,Apartment,Entire home/apt
175,97.0,Manhattan,Apartment,Entire home/apt
350,96.0,Manhattan,Apartment,Entire home/apt
170,91.0,Manhattan,Apartment,Entire home/apt
104,100.0,Manhattan,Apartment,Entire home/apt
95,100.0,Brooklyn,Apartment,Private room
75,89.0,Manhattan,Apartment,Private room
140,100.0,Manhattan,Apartment,Private room
80,100.0,Manhattan,Apartment,Private room
80,91.0,Manhattan,Apartment,Private room
90,87.0,Manhattan,Apartment,Private room
60,100.0,Manhattan,Apartment,Private room
60,80.0,Manhattan,Apartment,Private room
